Siglas	Votos	Diputados	Candidatura
censo	78379	58158	
participacion	764		
abstencion	77615		
nulos	58999		
blancos	342		
PSOE	21498	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	29627	2	PARTIDO POPULAR
IU	3280	0	IZQUIERDA UNIDA
CDS	2151	0	CENTRO DEMOCRATICO Y SOCIAL
VERDES	305	0	LOS VERDES
LE	128	0	LOS ECOLOGISTAS
ARM-ADE	199	0	AGRUPACION RUIZ-MATEOS-ALIANZA DEMOCR. EUROPEA
PLN	35	0	PARTIDO DE LA LEY NATURAL
PH	12	0	PARTIDO HUMANISTA
NPS	33	0	COALICION POR UN NUEVO PARTIDO SOCIALISTA
TC-PNC	31	0	TIERRA COMUNERA-PARTIDO NACIONALISTA CASTELLANO
URCL	46	0	UNIDAD REGIONALISTA DE CASTILLA Y LEON
UC	64	0	UNION CASTELLANISTA
US	98	0	UNION PROGRESISTA SORIANA
PANCAL	70	0	PARTIDO NACIONALISTA DE CASTILLA Y LEON
