Siglas	Votos	Diputados	Candidatura
censo	820874	9	
participacion	437702		
abstencion	383172		
nulos	8319		
blancos	402		
UCD	200120	6	UNION DE CENTRO DEMOCRATICO
PSOE	76873	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PCE	20213	0	PARTIDO COMUNISTA DE ESPAÑA
CD	50588	1	COALICION DEMOCRATICA
UN	4285	0	PARTIDO UNION NACIONAL
PTE	3043	0	PARTIDO DEL TRABAJO DE ESPAÑA
PSOE-H	12368	0	PART. SOCIALISTA OBRERO ESPAÑOL(SECTOR HISTORICO)
ORT	1423	0	ORGANIZACION REVOLUCIONARIA DE LOS TRABAJADORES
MC-OIC	2254	0	MOVIMIENTO COMUNISTA-ORGANIZ.IZQUIERDA COMUNISTA
BNPG	23247	0	BLOQUE NACIONAL POPULAR GALLEGO
PG-POG-PSG	28136	0	UNIDADE GALEGA
IR	1490	0	IZQUIERDA REPUBLICANA
OCEBR-UCE	1446	0	ORGANIZ. COMUNISTA DE ESPAÑA B.R.-UNIF.COMUNISTA
PCT	2271	0	PARTIDO COMUNISTA DE LOS TRABAJADORES
LCR	1224	0	LIGA COMUNISTA REVOLUCIONARIA
