Siglas	Votos	Diputados	Candidatura
censo	310083	4	
participacion	221706		
abstencion	88377		
nulos	1430		
blancos	2233		
PP	89717	2	PARTIDO POPULAR
PSOE	59617	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PODEMOS-IU-EQUO	33509	1	UNIDOS PODEMOS
C's	31976	0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
PACMA	1985	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
RECORTES CERO-GRUPO VERDE	321	0	RECORTES CERO-GRUPO VERDE
UPyD	430	0	UNIÓN PROGRESO Y DEMOCRACIA
PCPE	233	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
FE de las JONS	255	0	FALANGE ESPAÑOLA DE LAS JONS
