Siglas	Votos	Diputados	Candidatura
censo	961181	694575	
participacion	9411		
abstencion	951770		
nulos	703629		
blancos	3138		
PP	128904	2	PARTIDO POPULAR
PSOE	166293	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
IU	67954	1	IZQUIERDA UNIDA
EAJ-PNV	204056	3	EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO
HB	69472	1	HERRI BATASUNA
EA	36234	0	EUSKO ALKARTASUNA
LVE	3058	0	LOS VERDES EUROPEOS
UC	430	0	UNION CENTRISTA
PRT	560	0	PARTIDO REVOLUCIONARIO DE LOS TRABAJADORES
PH	394	0	PARTIDO HUMANISTA
FEA	139	0	FALANGE ESPAÑOLA AUTENTICA
ICV-GORORDO	11833	0	INIC.CIUDADANA VASCA/EUSKAL HURITARREN EGITEKOAK
CR	331	0	COALICION REPUBLICANA
FEI	138	0	FALANGE ESPAÑOLA INDEPENDIENTE
