Siglas	Votos	Diputados	Candidatura
censo	942983	535769	
participacion	609693		
abstencion	333290		
nulos	5251		
blancos	70533		
PP	70533	1	PARTIDO POPULAR
PSOE	157448	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
VOX	16069	0	VOX
SUMAR	66592	1	SUMAR
EH Bildu	125867	2	EUSKAL HERRIA BILDU
EAJ-PNV	164188	2	EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO
PACMA	2729	0	PARTIDO ANIMALISTA CON EL MEDIO AMBIENTE
FO	929	0	FRENTE OBRERO
RECORTES CERO	525	0	RECORTES CERO
PUM+J	804	0	POR UN MUNDO MÁS JUSTO
PCTE	618	0	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA
