Siglas	Votos	Diputados	Candidatura
censo	985087	8	
participacion	628200		
abstencion	356887		
nulos	5591		
blancos	5233		
PP	187568	3	PARTIDO POPULAR
PSOE	145113	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
C's	84464	1	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
PODEMOS	132984	2	PODEMOS
IU-UPeC	52583	0	UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN
PACMA	4555	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
UPYD	3855	0	UNIÓN PROGRESO Y DEMOCRACIA
VOX	1715	0	VOX
RECORTES CE	1038	0	RECORTES CERO-GRUPO VERDE
PCPE	1240	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
EB	1869	0	ESCAÑOS EN BLANCO
PH	392	0	PARTIDO HUMANISTA
