Siglas	Votos	Diputados	Candidatura
censo	559590	8	
participacion	421330		
abstencion	138260		
nulos	7993		
blancos	1387		
UCD	112927	2	UNION DE CENTRO DEMOCRATICO
PSOE	150896	4	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PCE	41809	1	PARTIDO COMUNISTA DE ESPAÑA
AP	20424	0	FEDERACION DE PARTIDOS DE ALIANZA POPULAR
PSP-US	40232	1	PARTIDO SOCIALISTA POPULAR - UNIDAD SOCIALISTA
FDC-EDC	5216	0	COALICION ELECT. EQUIPO DE LA DEMOCRACIA CRISTIANA
FDI	10808	0	FRENTE DEMOCRATICO DE IZQUIERDAS
RSE	2404	0	REFORMA SOCIAL ESPAÑOLA
FUT	254	0	FRENTE UNIDAD DE LOS TRABAJADORES
FJONS	1979	0	FALANGE ESPAÑOLA DE LAS JONS
URA	13396	0	UNIDAD REGIONAL ANDALUZA
ANEPA-CP	3635	0	ASOC.NAL. PARA EL ESTUDIO DE PROBLEMAS ACTUALES
MS	1498	0	MOVIMIENTO SOCIALISTA
INDEP	6472	0	CANDIDATURA INDEPENDIENTE
