Siglas	Votos	Diputados	Candidatura
censo	901233	7	
participacion	551762		
abstencion	349471		
nulos	4418		
blancos	7089		
PP	208921	3	PARTIDO POPULAR
PSOE	118816	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
C's	48302	0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
PODEMOS-EN MAREA-ANOVA-EU	137088	2	EN MAREA
PACMA	6497	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
RECORTES CERO-GRUPO VERDE	1360	0	RECORTES CERO-GRUPO VERDE
UPyD	975	0	UNIÓN PROGRESO Y DEMOCRACIA
BNG-NÓS	16793	0	BNG-NÓS CANDIDATURA GALEGA
PCPE	718	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
EB	785	0	ESCAÑOS EN BLANCO
