Siglas	Votos	Diputados	Candidatura
censo	410142	6	
participacion	261085		
abstencion	149057		
nulos	3614		
blancos	1075		
UCD	129085	4	UNION DE CENTRO DEMOCRATICO
PSOE	71533	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PCE	15157	0	PARTIDO COMUNISTA DE ESPAÑA
CD	29313	0	COALICION DEMOCRATICA
UN	3029	0	PARTIDO UNION NACIONAL
PTE	1405	0	PARTIDO DEL TRABAJO DE ESPAÑA
ORT	1262	0	ORGANIZACION REVOLUCIONARIA DE LOS TRABAJADORES
MC-OIC	630	0	MOVIMIENTO COMUNISTA-ORGANIZ.IZQUIERDA COMUNISTA
PCARL	335	0	PARTIDO CARLISTA
PCT	1408	0	PARTIDO COMUNISTA DE LOS TRABAJADORES
LCR	515	0	LIGA COMUNISTA REVOLUCIONARIA
FJONSA	1227	0	FALANGE ESPAÑOLA DE LAS JONS AUTENTICA
PRE	1379	0	PARTIDO RURALISTA ESPAÑOL
ULE	118	0	UNION PARA LA LIBERTAD DE EXPRESION
