Siglas	Votos	Diputados	Candidatura
censo	78871	3	
participacion	63458		
abstencion	15413		
nulos	2228		
blancos	769		
PSOE	21639	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
AP-PDP	22820	1	ALIANZA POPULAR - PARTIDO DEMOCRATA POPULAR
UCD	11453	1	UNION DE CENTRO DEMOCRATICO
PCE	715	0	PARTIDO COMUNISTA DE ESPAÑA
CDS	2881	0	CENTRO DEMOCRATICO Y SOCIAL
FN	405	0	ASOCIACION POLITICA FUERZA NUEVA
PST	278	0	PARTIDO SOCIALISTA DE LOS TRABAJADORES
UCE	168	0	UNIFICACION COMUNISTA DE ESPAÑA
MFE	102	0	MOVIMIENTO FALANGISTA DE ESPAÑA
