Siglas	Votos	Diputados	Candidatura
censo	460496	336594	
participacion	13562		
abstencion	446934		
nulos	341590		
blancos	4263		
P.S.O.E.	117920	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
P.P.	133059	2	PARTIDO POPULAR
I.U.	11098	0	IZQUIERDA UNIDA
UPyD	2608	0	UNION PROGRESO Y DEMOCRACIA
NA-BAI	62398	1	NAFARROA BAI
C's	218	0	CIUDADANOS-PARTIDO DE LA CIUDADANIA
PACMA	530	0	PARTIDO ANTITAURINO CONTRA EL MALTRATO ANIMAL
LV-GV	1252	0	LOS VERDES-GRUPO VERDE
PUM+J	560	0	POR UN MUNDO MAS JUSTO
P.S.D.	478	0	PARTIDO SOCIAL DEMOCRATA
P.C.P.E.	213	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
FE de las JONS	128	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
D.N.	137	0	DEMOCRACIA NACIONAL
PFyV	239	0	FAMILIA Y VIDA
PH	188	0	PARTIDO HUMANISTA
RCN-NOK	2288	0	REPRESENTACION CANNABICA NAVARRA
AES	90	0	ALTERNATIVA ESPAÑOLA
E-2000	91	0	ESPAÑA 2000
F.A.	50	0	FALANGE AUTENTICA
SAIn	360	0	SOLIDARIDAD Y AUTOGESTION INTERNACIONALISTA
P.C.	324	0	PARTIDO CARLISTA
