Siglas	Votos	Diputados	Candidatura
censo	290107	219573	
participacion	4998		
abstencion	285109		
nulos	223053		
blancos	1231		
PP	113406	2	PARTIDO POPULAR
PSOE-PROGR.	91270	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL - PROGRESISTAS
IU	11062	0	IZQUIERDA UNIDA
GIL	535	0	GRUPO INDEPENDIENTE LIBERAL
UC-CDS	248	0	UNION CENTRISTA-CENTRO DEMOCRATICO Y SOCIAL
PH	307	0	PARTIDO HUMANISTA
TC-PNC	250	0	TIERRA COMUNERA-PARTIDO NACIONALISTA CASTELLANO
PLN	474	0	PARTIDO DE LA LEY NATURAL
FE	207	0	LA FALANGE
ES2000	175	0	PLATAFORMA ESPAÑA 2000
PADE	121	0	PARTIDO DEMOCRATA ESPAÑOL
