Siglas	Votos	Diputados	Candidatura
censo	4128181	31	
participacion	2873383		
abstencion	1254798		
nulos	18119		
blancos	14976		
PP	321980	4	PARTIDO POPULAR
PSOE	464588	5	PARTIDO SOCIALISTA OBRERO ESPAÑOL
C's	387061	4	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
EN COMÚ	768235	9	EN COMÚ PODEM
ERC-CATSI	414163	5	ESQUERRA REPUBLICANA DE CATALUNYA-CATALUNYA SÍ
DL	378723	4	DEMOCRÀCIA I LLIBERTAT. CONVERGÈNCIA. DEMÒCRATES.
PACMA	34394	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
UPYD	6595	0	UNIÓN PROGRESO Y DEMOCRACIA
unio.cat	48326	0	UNIÓ DEMOCRÀTICA DE CATALUNYA
RECORTES CE	10730	0	RECORTES CERO-GRUPO VERDE
