Siglas	Votos	Diputados	Candidatura
censo	801721	8	
participacion	524101		
abstencion	277620		
nulos	4647		
blancos	5594		
PSOE	136698	3	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	87352	1	PARTIDO POPULAR
Cs	90340	1	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
PODEMOS-IU-EQUO	92477	2	UNIDAS PODEMOS
VOX	58567	1	VOX
PACMA	8864	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
RECORTES CERO-GV	1197	0	RECORTES CERO-GRUPO VERDE
PACT	796	0	ACTÚA
ARA-MES-ESQUERRA	25191	0	Veus PROGRESSISTES
PUM+J	686	0	POR UN MUNDO MÁS JUSTO
EL PI	11692	0	EL PI - PROPOSTA PER LES ILLES BALEARS
