Siglas	Votos	Diputados	Candidatura
censo	461577	7	
participacion	332132		
abstencion	129445		
nulos	3240		
blancos	573		
UCD	146699	4	UNION DE CENTRO DEMOCRATICO
PSOE	122680	3	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PCE	30873	0	PARTIDO COMUNISTA DE ESPAÑA
CD	11194	0	COALICION DEMOCRATICA
UN	6220	0	PARTIDO UNION NACIONAL
PTE	1852	0	PARTIDO DEL TRABAJO DE ESPAÑA
PSOE-H	3183	0	PART. SOCIALISTA OBRERO ESPAÑOL(SECTOR HISTORICO)
ORT	4779	0	ORGANIZACION REVOLUCIONARIA DE LOS TRABAJADORES
MC-OIC	369	0	MOVIMIENTO COMUNISTA-ORGANIZ.IZQUIERDA COMUNISTA
IR	470	0	IZQUIERDA REPUBLICANA
