Siglas	Votos	Diputados	Candidatura
censo	892261	613976	
participacion	18186		
abstencion	874075		
nulos	617444		
blancos	3635		
PSOE	278946	5	PARTIDO SOCIALISTA OBRERO ESPAÑOL
AP-PDP-PL	165071	2	COALICION POPULAR
CDS	79788	1	CENTRO DEMOCRATICO Y SOCIAL
IU	55881	1	COALICION IZQUIERDA UNIDA
MUC	9607	0	MESA PARA LA UNIDAD DE LOS COMUNISTAS
PRD	5105	0	PARTIDO REFORMISTA DEMOCRATICO
PST	3688	0	PARTIDO SOCIALISTA DE LOS TRABAJADORES
FE-JONS	1497	0	FALANGE ESPAÑOLA DE LAS JONS
UCE	1821	0	UNIFICACION COMUNISTA DE ESPAÑA
UPR	744	0	UNIDAD  POPULAR REPUBLICANA
POSI	889	0	PARTIDO OBRERO SOCIALISTA INTERNACIONALISTA
