Siglas	Votos	Diputados	Candidatura
censo	389087	304181	
participacion	4073		
abstencion	385014		
nulos	308897		
blancos	823		
PSOE	147271	3	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	142508	2	PARTIDO POPULAR
IU	8581	0	IZQUIERDA UNIDA
CENB	485	0	CIUDADANOS EN BLANCO
CDS	351	0	CENTRO DEMOCRATICO Y SOCIAL
PH	288	0	PARTIDO HUMANISTA
IR	108	0	IZQUIERDA REPUBLICANA
DN	128	0	DEMOCRACIA NACIONAL
PCPE	192	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
FE de las JONS	141	0	FALANGE ESPAÑOLA DE LAS JONS
FE	132	0	LA FALANGE
TC-PNC	247	0	TIERRA COMUNERA-PARTIDO NACIONALISTA CASTELLANO
MSR	85	0	MOVIMIENTO SOCIAL REPUBLICANO
PADE	140	0	PARTIDO DEMOCRATA ESPAÑOL
FA	62	0	FALANGE AUTENTICA
Ud Ca	601	0	UNIDAD CASTELLANA
