Siglas	Votos	Diputados	Candidatura
censo	735079	7	
participacion	537626		
abstencion	197453		
nulos	4657		
blancos	3894		
PP	161662	3	PARTIDO POPULAR
PSOE	118936	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
C's	95130	1	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
PODEMOS	102596	1	PODEMOS
IU-UPeC	34869	0	UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN
PACMA	4057	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
UPYD	4514	0	UNIÓN PROGRESO Y DEMOCRACIA
VOX	1849	0	VOX
RECORTES CE	1088	0	RECORTES CERO-GRUPO VERDE
PCPE	845	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
EB	2967	0	ESCAÑOS EN BLANCO
Independien	562	0	INDEPENDIENTES POR ARAGÓN
