Siglas	Votos	Diputados	Candidatura
censo	919516	616602	
participacion	3077		
abstencion	916439		
nulos	620768		
blancos	1124		
PSOE	127744	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	59632	1	PARTIDO POPULAR
IU	22169	0	IZQUIERDA UNIDA
CDS	21144	0	CENTRO DEMOCRATICO Y SOCIAL
EAJ-PNV	171582	3	EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO
RUIZ-MATEOS	4682	0	AGRUPACION RUIZ-MATEOS
HB	92493	2	HERRI BATASUNA
EA	48355	1	EUSKO ALKARTASUNA
LVE	6589	0	LOS VERDES ECOLOGISTAS
EE	48559	1	EUSKADIKO EZKERRA
PTE-UC	3125	0	PARTIDO TRABAJADORES DE ESPAÑA-UNIDAD COMUNISTA
PST	2099	0	PARTIDO SOCIALISTA DE LOS TRABAJADORES
PCPE	546	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
FE-JONS	400	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
PH	521	0	PARTIDO HUMANISTA
AR	398	0	ALIANZA POR LA REPUBLICA
PORE	510	0	PARTIDO DE LOS OBREROS REVOLUCIONARIOS DE ESPAÑA
