Siglas	Votos	Diputados	Candidatura
censo	329847	5	
participacion	181504		
abstencion	148343		
nulos	2283		
blancos	652		
PSOE	50619	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
AP-PDP	63801	2	ALIANZA POPULAR - PARTIDO DEMOCRATA POPULAR
UCD	52282	2	UNION DE CENTRO DEMOCRATICO
PCE	1534	0	PARTIDO COMUNISTA DE ESPAÑA
CDS	3467	0	CENTRO DEMOCRATICO Y SOCIAL
FN	399	0	ASOCIACION POLITICA FUERZA NUEVA
PST	1056	0	PARTIDO SOCIALISTA DE LOS TRABAJADORES
B-PSG	4081	0	BLOQUE PSG
UCE	339	0	UNIFICACION COMUNISTA DE ESPAÑA
PCE (M-L)	190	0	PARTIDO COMUNISTA DE ESPAÑA (MARXISTA-LENINISTA)
EG	632	0	ESQUERDA GALEGA
FE-JONS	169	0	FALANGE ESPAÑOLA DE LAS JONS
