Siglas	Votos	Diputados	Candidatura
censo	714303	549754	
participacion	12508		
abstencion	701795		
nulos	561450		
blancos	3547		
PSOE	224776	3	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	198480	3	PARTIDO POPULAR
IU	15672	0	IZQUIERDA UNIDA
CHA	81160	1	CHUNTA ARAGONESISTA
CENB	789	0	CIUDADANOS EN BLANCO
PAR	22758	0	PARTIDO ARAGONES
CDS	577	0	CENTRO DEMOCRATICO Y SOCIAL
PH	254	0	PARTIDO HUMANISTA
IR	257	0	IZQUIERDA REPUBLICANA
PFyV	598	0	PARTIDO FAMILIA Y VIDA
DN	326	0	DEMOCRACIA NACIONAL
PCPE	248	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
FE de las JONS	208	0	FALANGE ESPAÑOLA DE LAS JONS
FE	195	0	LA FALANGE
MSR	96	0	MOVIMIENTO SOCIAL REPUBLICANO
FA	136	0	FALANGE AUTENTICA
PC	99	0	PARTIDO CARLISTA
