Siglas	Votos	Diputados	Candidatura
censo	1133617	882792	
participacion	21112		
abstencion	1112505		
nulos	895123		
blancos	4386		
PSOE	374631	5	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	434812	6	PARTIDO POPULAR
IU	34774	0	IZQUIERDA UNIDA
ERC	2791	0	ESQUERRA REPUBLICANA DE CATALUNYA
BLOC-EV	7384	0	BLOC NACIONALISTA VALENCIA-ESQUERRA VERDA
CENB	1513	0	CIUDADANOS EN BLANCO
LV-E	8235	0	LOS VERDES-ECOPACIFISTAS
CDS	1694	0	CENTRO DEMOCRATICO Y SOCIAL
PH	674	0	PARTIDO HUMANISTA
P.CANNABIS	5463	0	PART. CANNABIS POR LA LEGALIZACION Y NORMALIZACION
PFyV	798	0	PARTIDO FAMILIA Y VIDA
DN	782	0	DEMOCRACIA NACIONAL
PCPE	966	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
FE de las JONS	477	0	FALANGE ESPAÑOLA DE LAS JONS
FE	299	0	LA FALANGE
MSR	164	0	MOVIMIENTO SOCIAL REPUBLICANO
PADE	341	0	PARTIDO DEMOCRATA ESPAÑOL
FA	462	0	FALANGE AUTENTICA
ESPAÑA 2000	383	0	ESPAÑA 2000
PRF	289	0	PARTIDO REPUBLICANO
UCL	248	0	UNION CENTRISTA LIBERAL
