Siglas	Votos	Diputados	Candidatura
censo	175624	127065	
participacion	9741		
abstencion	165883		
nulos	129258		
blancos	2677		
PP	75268	2	PARTIDO POPULAR
PSOE-PROGR.	41498	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL - PROGRESISTAS
IU	3637	0	IZQUIERDA UNIDA
UC-CDS	1129	0	UNION CENTRISTA-CENTRO DEMOCRATICO Y SOCIAL
TC-PNC	176	0	TIERRA COMUNERA-PARTIDO NACIONALISTA CASTELLANO
PLN	204	0	PARTIDO DE LA LEY NATURAL
FE	150	0	LA FALANGE
ES2000	71	0	PLATAFORMA ESPAÑA 2000
URCL	231	0	UNIDAD REGIONALISTA DE CASTILLA Y LEON
UPZ	2347	0	UNION DEL PUEBLO ZAMORANO
PREPAL	1028	0	SALAMANCA, ZAMORA, LEON PREPAL
