Siglas	Votos	Diputados	Candidatura
censo	427308	324810	
participacion	22607		
abstencion	404701		
nulos	327332		
blancos	7830		
P.S.O.E.	136887	3	PARTIDO SOCIALISTA OBRERO ESPAÑOL
P.P.	162531	3	PARTIDO POPULAR
I.U.	8755	0	IZQUIERDA UNIDA
UPyD	1820	0	UNION PROGRESO Y DEMOCRACIA
CA	1772	0	COALICION ANDALUCISTA
C's	211	0	CIUDADANOS-PARTIDO DE LA CIUDADANIA
PACMA	436	0	PARTIDO ANTITAURINO CONTRA EL MALTRATO ANIMAL
VERDES	840	0	LOS VERDES
PUM+J	188	0	POR UN MUNDO MAS JUSTO
P.S.D.	354	0	PARTIDO SOCIAL DEMOCRATA
P.C.P.E.	290	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
FE de las JONS	159	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
D.N.	105	0	DEMOCRACIA NACIONAL
PFyV	102	0	FAMILIA Y VIDA
PH	126	0	PARTIDO HUMANISTA
PdeAL	8451	0	PARTIDO DE ALMERIA
AES	42	0	ALTERNATIVA ESPAÑOLA
E-2000	91	0	ESPAÑA 2000
A.u.N.	44	0	ALIANZA NACIONAL
C.D.S.	114	0	CENTRO DEMOCRATICO SOCIAL
