Siglas	Votos	Diputados	Candidatura
censo	185854	130984	
participacion	2761		
abstencion	183093		
nulos	132161		
blancos	427		
PSOE	48436	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
AP-PDP-PL	52844	2	COALICION POPULAR
CDS	19444	0	CENTRO DEMOCRATICO Y SOCIAL
IU	2440	0	COALICION IZQUIERDA UNIDA
MUC	771	0	MESA PARA LA UNIDAD DE LOS COMUNISTAS
PRD	1405	0	PARTIDO REFORMISTA DEMOCRATICO
PST	704	0	PARTIDO SOCIALISTA DE LOS TRABAJADORES
PCC	180	0	PARTIT DELS COMUNISTES DE CATALUNYA
FE-JONS	312	0	FALANGE ESPAÑOLA DE LAS JONS
UCE	391	0	UNIFICACION COMUNISTA DE ESPAÑA
UPR	238	0	UNIDAD  POPULAR REPUBLICANA
CL	271	0	COALICION CONVERGENCIA LEONESISTA
PREPAL	574	0	PARTIDO REGIONALISTA DEL PAIS LEONES
