Siglas	Votos	Diputados	Candidatura
censo	949177	8	
participacion	658824		
abstencion	290353		
nulos	4840		
blancos	4647		
PP	74560	1	PARTIDO POPULAR
PSOE	84893	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
C's	25148	0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
PODEMOS	170728	2	PODEMOS
IU-UPeC	18466	0	UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN
EAJ-PNV	182604	3	EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO
PACMA	4342	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
EH Bildu	81704	1	EUSKAL HERRIA BILDU
UPYD	2012	0	UNIÓN PROGRESO Y DEMOCRACIA
RECORTES CE	1089	0	RECORTES CERO-GRUPO VERDE
PCPE	414	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
EB	1045	0	ESCAÑOS EN BLANCO
X LA IZQUIE	1447	0	X LA IZQUIERDA-LOS VERDES
PUM+J	479	0	POR UN MUNDO MÁS JUSTO
JS,PC	406	0	JUSTIZIA SOCIAL, PARTICIPACIÓN CIUDADANA
