Siglas	Votos	Diputados	Candidatura
censo	1531806	12	
participacion	1044851		
abstencion	486955		
nulos	9582		
blancos	11739		
PP	299884	4	PARTIDO POPULAR
PSOE	347470	4	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PODEMOS-IU-EQUO	214663	3	UNIDOS PODEMOS
C's	138086	1	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
PACMA	13389	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
RECORTES CERO-GRUPO VERDE	1950	0	RECORTES CERO-GRUPO VERDE
UPyD	2712	0	UNIÓN PROGRESO Y DEMOCRACIA
VOX	2146	0	VOX
PCPE	1306	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
FE de las JONS	855	0	FALANGE ESPAÑOLA DE LAS JONS
PCOE	1069	0	PARTIDO COMUNISTA OBRERO ESPAÑOL
