Siglas	Votos	Diputados	Candidatura
censo	667385	421809	
participacion	14240		
abstencion	653145		
nulos	425707		
blancos	4882		
PSOE	138910	4	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	164378	4	PARTIDO POPULAR
IU	15558	0	IZQUIERDA UNIDA
CDS	34230	0	CENTRO DEMOCRATICO Y SOCIAL
RUIZ-MATEOS	5983	0	AGRUPACION RUIZ-MATEOS
LVE	4541	0	LOS VERDES ECOLOGISTAS
PTE-UC	1957	0	PARTIDO TRABAJADORES DE ESPAÑA-UNIDAD COMUNISTA
PST	2662	0	PARTIDO SOCIALISTA DE LOS TRABAJADORES
PCPE	845	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
BNG	15990	0	BLOQUE NACIONALISTA GALEGO
CG	12030	0	COALICION GALEGA
PSG-EG	13424	0	PARTIDO SOCIALISTA GALEGO-ESQUERDA GALEGA
FE-JONS	592	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
PH	696	0	PARTIDO HUMANISTA
PNG-PG	3885	0	PARTIDO NACIONALISTA GALEGO-PARTIDO GALEGUISTA
PORE	523	0	PARTIDO DE LOS OBREROS REVOLUCIONARIOS DE ESPAÑA
PAS	300	0	PARTIU ASTURIANISTA
FPG	1539	0	FRENTE POPULAR GALEGA
