Siglas	Votos	Diputados	Candidatura
censo	959023	378137	
participacion	597032		
abstencion	361991		
nulos	6151		
blancos	212816		
PP	212816	3	PARTIDO POPULAR
PSOE	205049	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
VOX	74571	1	VOX
SUMAR	88630	1	SUMAR
PACMA	3167	0	PARTIDO ANIMALISTA CON EL MEDIO AMBIENTE
FO	1176	0	FRENTE OBRERO
RECORTES CERO	590	0	RECORTES CERO
PUM+J	773	0	POR UN MUNDO MÁS JUSTO
PCTE	1598	0	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA
ASTURIAS EXISTE EV	2314	0	ASTURIAS EXISTE-ESPAÑA VACIADA
PUEDE	269	0	PARTIDO UNIONISTA ESTADO DE ESPAÑA
