Siglas	Votos	Diputados	Candidatura
censo	465251	356528	
participacion	7192		
abstencion	458059		
nulos	359194		
blancos	1817		
PSOE	113089	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	40959	0	PARTIDO POPULAR
IU	15070	0	IZQUIERDA UNIDA
CiU	96928	2	CONVERGENCIA i UNIO
ERC	83482	2	ESQUERRA REPUBLICANA DE CATALUNYA
CENB	415	0	CIUDADANOS EN BLANCO
CDS	238	0	CENTRO DEMOCRATICO Y SOCIAL
PH	153	0	PARTIDO HUMANISTA
IR	827	0	IZQUIERDA REPUBLICANA
PFyV	201	0	PARTIDO FAMILIA Y VIDA
DN	139	0	DEMOCRACIA NACIONAL
PCPE	299	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
FE	237	0	LA FALANGE
POSI	620	0	PARTIDO OBRERO SOCIALISTA INTERNACIONALISTA
MSR	77	0	MOVIMIENTO SOCIAL REPUBLICANO
Ei	216	0	ESCONS INSUBMISOS-ALT. DELS DEMOCRATES DESCONTENTS
EV-AV	1836	0	ELS VERDS-ALTERNATIVA VERDA
PNCA	87	0	PARTIDO NACIONALISTA CALO
L.I. (LIT-CI)	97	0	LUCHA INTERNACIONALISTA
