Siglas	Votos	Diputados	Candidatura
censo	421003	6	
participacion	296783		
abstencion	124220		
nulos	8993		
blancos	1024		
UCD	171842	4	UNION DE CENTRO DEMOCRATICO
PSOE	41616	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PCE	8245	0	PARTIDO COMUNISTA DE ESPAÑA
CD	8607	0	COALICION DEMOCRATICA
UN	2218	0	PARTIDO UNION NACIONAL
PTE	1315	0	PARTIDO DEL TRABAJO DE ESPAÑA
ORT	1165	0	ORGANIZACION REVOLUCIONARIA DE LOS TRABAJADORES
C-UPC	38304	1	UNION DEL PUEBLO CANARIO
IR	1019	0	IZQUIERDA REPUBLICANA
PCARL	774	0	PARTIDO CARLISTA
LCR	826	0	LIGA COMUNISTA REVOLUCIONARIA
PDPCAN	10099	0	PARTIDO DEL PAIS CANARIO
ULE	736	0	UNION PARA LA LIBERTAD DE EXPRESION
