Siglas	Votos	Diputados	Candidatura
censo	451580	6	
participacion	346873		
abstencion	104707		
nulos	11574		
blancos	1748		
PSOE	109366	3	PARTIDO SOCIALISTA OBRERO ESPAÑOL
AP-PDP	97701	2	ALIANZA POPULAR - PARTIDO DEMOCRATA POPULAR
UCD	45905	1	UNION DE CENTRO DEMOCRATICO
CDS	19705	0	CENTRO DEMOCRATICO Y SOCIAL
FN	758	0	ASOCIACION POLITICA FUERZA NUEVA
PST	1746	0	PARTIDO SOCIALISTA DE LOS TRABAJADORES
UPC	16241	0	UNION DEL PUEBLO CANARIO
SE	574	0	SOLIDARIDAD ESPAÑOLA
CC	25792	0	CONVERGENCIA CANARIA
UCE	602	0	UNIFICACION COMUNISTA DE ESPAÑA
PCE (M-L)	625	0	PARTIDO COMUNISTA DE ESPAÑA (MARXISTA-LENINISTA)
AC-CC	12625	0	ASAMBLEA CANARIA - COORDINADORA CANARIA
LC (COSI)	417	0	LIGA COMUNISTA (C.OBREROS SOCIAL.INTERNACIONALIS.)
PNC	1051	0	PARTIDO NACIONALISTA CANARIO
LCR-MC	443	0	COALICION ELECTORAL IZQUIERDA COMUNISTA
