Siglas	Votos	Diputados	Candidatura
censo	751065	557193	
participacion	2915		
abstencion	748150		
nulos	559824		
blancos	947		
PSOE	256107	5	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	166712	3	PARTIDO POPULAR
IU	51105	0	IZQUIERDA UNIDA
CDS	57634	1	CENTRO DEMOCRATICO Y SOCIAL
RUIZ-MATEOS	6253	0	AGRUPACION RUIZ-MATEOS
LV-LV	3589	0	LOS VERDES-LISTA VERDE
LVE	3905	0	LOS VERDES ECOLOGISTAS
PTE-UC	1557	0	PARTIDO TRABAJADORES DE ESPAÑA-UNIDAD COMUNISTA
PST	2963	0	PARTIDO SOCIALISTA DE LOS TRABAJADORES
PCPE	1602	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
FE-JONS	836	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
PH	633	0	PARTIDO HUMANISTA
AR	547	0	ALIANZA POR LA REPUBLICA
