Siglas	Votos	Diputados	Candidatura
censo	454853	327787	
participacion	13754		
abstencion	441099		
nulos	336508		
blancos	2924		
PP	189442	3	PARTIDO POPULAR
PSOE-PROGR.	111556	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL - PROGRESISTAS
IU	16714	0	IZQUIERDA UNIDA
GIL	1343	0	GRUPO INDEPENDIENTE LIBERAL
UC-CDS	743	0	UNION CENTRISTA-CENTRO DEMOCRATICO Y SOCIAL
PH	353	0	PARTIDO HUMANISTA
PLN	598	0	PARTIDO DE LA LEY NATURAL
FE	293	0	LA FALANGE
PCPE	536	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
POSI	328	0	PARTIDO OBRERO SOCIALISTA INTERNACIONALISTA
ES2000	183	0	PLATAFORMA ESPAÑA 2000
PADE	156	0	PARTIDO DEMOCRATA ESPAÑOL
FEI-FE 2000	194	0	FALANGE ESPAÑOLA INDEPENDIENTE-FALANGE 2000
CNC	2103	0	CONCEJU NACIONALIEGU CANTABRU
