Siglas	Votos	Diputados	Candidatura
censo	559785	421219	
participacion	2563		
abstencion	557222		
nulos	422777		
blancos	1057		
PSOE	207503	5	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	76561	1	PARTIDO POPULAR
IU	77106	1	IZQUIERDA UNIDA
CDS	21110	0	CENTRO DEMOCRATICO Y SOCIAL
RUIZ-MATEOS	4893	0	AGRUPACION RUIZ-MATEOS
PA	24714	0	PARTIDO ANDALUCISTA
LV-LV	1343	0	LOS VERDES-LISTA VERDE
LVE	1153	0	LOS VERDES ECOLOGISTAS
PTE-UC	1504	0	PARTIDO TRABAJADORES DE ESPAÑA-UNIDAD COMUNISTA
PST	1271	0	PARTIDO SOCIALISTA DE LOS TRABAJADORES
PCPE	705	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
FE-JONS	368	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
PH	214	0	PARTIDO HUMANISTA
AR	216	0	ALIANZA POR LA REPUBLICA
PED	160	0	UNIDAD CENTRISTA-P.E.D.
