Siglas	Votos	Diputados	Candidatura
censo	180190	4	
participacion	139193		
abstencion	40997		
nulos	6715		
blancos	1368		
PSOE	47804	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
AP-PDP	47504	1	ALIANZA POPULAR - PARTIDO DEMOCRATA POPULAR
UCD	24725	1	UNION DE CENTRO DEMOCRATICO
PCE	1368	0	PARTIDO COMUNISTA DE ESPAÑA
CDS	5880	0	CENTRO DEMOCRATICO Y SOCIAL
FN	1001	0	ASOCIACION POLITICA FUERZA NUEVA
PST	731	0	PARTIDO SOCIALISTA DE LOS TRABAJADORES
SE	266	0	SOLIDARIDAD ESPAÑOLA
UCE	354	0	UNIFICACION COMUNISTA DE ESPAÑA
PREPAL	1322	0	PARTIDO REGIONALISTA DEL PAIS LEONES
LCR-MC	155	0	COALICION ELECTORAL IZQUIERDA COMUNISTA
