Siglas	Votos	Diputados	Candidatura
censo	1049504	760835	
participacion	28046		
abstencion	1021458		
nulos	768877		
blancos	8240		
P.S.O.E.	359046	5	PARTIDO SOCIALISTA OBRERO ESPAÑOL
P.P.	328314	5	PARTIDO POPULAR
I.U.	38716	0	IZQUIERDA UNIDA
UPyD	7327	0	UNION PROGRESO Y DEMOCRACIA
CA	11177	0	COALICION ANDALUCISTA
C's	1224	0	CIUDADANOS-PARTIDO DE LA CIUDADANIA
PACMA	1308	0	PARTIDO ANTITAURINO CONTRA EL MALTRATO ANIMAL
VERDES	3251	0	LOS VERDES
PUM+J	641	0	POR UN MUNDO MAS JUSTO
P.S.D.	977	0	PARTIDO SOCIAL DEMOCRATA
P.C.P.E.	702	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
FE de las JONS	326	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
D.N.	346	0	DEMOCRACIA NACIONAL
PFyV	331	0	FAMILIA Y VIDA
PH	318	0	PARTIDO HUMANISTA
RCN-NOK	1155	0	REPRESENTACION CANNABICA NAVARRA
AES	195	0	ALTERNATIVA ESPAÑOLA
E-2000	257	0	ESPAÑA 2000
F.A.	208	0	FALANGE AUTENTICA
A.u.N.	272	0	ALIANZA NACIONAL
FRENTE	177	0	FRENTE ESPAÑOL
