Siglas	Votos	Diputados	Candidatura
censo	146183	3	
participacion	103007		
abstencion	43176		
nulos	1202		
blancos	499		
UCD	67001	3	UNION DE CENTRO DEMOCRATICO
PSOE	20341	0	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PCE	3661	0	PARTIDO COMUNISTA DE ESPAÑA
CD	6995	0	COALICION DEMOCRATICA
UN	1599	0	PARTIDO UNION NACIONAL
PTE	265	0	PARTIDO DEL TRABAJO DE ESPAÑA
ORT	278	0	ORGANIZACION REVOLUCIONARIA DE LOS TRABAJADORES
MC-OIC	429	0	MOVIMIENTO COMUNISTA-ORGANIZ.IZQUIERDA COMUNISTA
PCARL	109	0	PARTIDO CARLISTA
PCT	271	0	PARTIDO COMUNISTA DE LOS TRABAJADORES
LCR	125	0	LIGA COMUNISTA REVOLUCIONARIA
FJONSA	232	0	FALANGE ESPAÑOLA DE LAS JONS AUTENTICA
