Siglas	Votos	Diputados	Candidatura
censo	568491	416618	
participacion	13327		
abstencion	555164		
nulos	422121		
blancos	3794		
PSOE	98100	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	56904	1	PARTIDO POPULAR
IU	28668	0	IZQUIERDA UNIDA
EAJ-PNV	115402	2	EUSKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO
EA	42971	1	EUSKO ALKARTASUNA
ARALAR-ZUTIK	22352	0	ARALAR-ZUTIK
CDS	323	0	CENTRO DEMOCRATICO Y SOCIAL
PH	1155	0	PARTIDO HUMANISTA
IR	505	0	IZQUIERDA REPUBLICANA
DN	249	0	DEMOCRACIA NACIONAL
FE de las JONS	115	0	FALANGE ESPAÑOLA DE LAS JONS
FE	70	0	LA FALANGE
MSR	161	0	MOVIMIENTO SOCIAL REPUBLICANO
FA	100	0	FALANGE AUTENTICA
PC	208	0	PARTIDO CARLISTA
