Siglas	Votos	Diputados	Candidatura
censo	141783	3	
participacion	100877		
abstencion	40906		
nulos	1587		
blancos	648		
UCD	51069	2	UNION DE CENTRO DEMOCRATICO
PSOE	25888	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PCE	4517	0	PARTIDO COMUNISTA DE ESPAÑA
CD	9351	0	COALICION DEMOCRATICA
UN	3746	0	PARTIDO UNION NACIONAL
PTE	1033	0	PARTIDO DEL TRABAJO DE ESPAÑA
ORT	325	0	ORGANIZACION REVOLUCIONARIA DE LOS TRABAJADORES
MC-OIC	302	0	MOVIMIENTO COMUNISTA-ORGANIZ.IZQUIERDA COMUNISTA
PCARL	153	0	PARTIDO CARLISTA
OCEBR-UCE	244	0	ORGANIZ. COMUNISTA DE ESPAÑA B.R.-UNIF.COMUNISTA
PCT	571	0	PARTIDO COMUNISTA DE LOS TRABAJADORES
FJONSA	367	0	FALANGE ESPAÑOLA DE LAS JONS AUTENTICA
PRE	466	0	PARTIDO RURALISTA ESPAÑOL
PPROV	117	0	PARTIDO PROVERISTA
POC	493	0	PARTIDO OBRERO Y CAMPESINO
