Siglas	Votos	Diputados	Candidatura
censo	1099703	434791	
participacion	747797		
abstencion	351906		
nulos	7458		
blancos	307972		
PP	307972	4	PARTIDO POPULAR
PSOE	189210	3	PARTIDO SOCIALISTA OBRERO ESPAÑOL
VOX	163124	2	VOX
SUMAR	71578	1	SUMAR
PACMA	5063	0	PARTIDO ANIMALISTA CON EL MEDIO AMBIENTE
FO	1201	0	FRENTE OBRERO
RECORTES CERO	546	0	RECORTES CERO
ESCAÑOS EN BLANCO	1377	0	ESCAÑOS EN BLANCO PARA DEJAR ESCAÑOS VACÍOS
CJ	453	0	CAMINANDO JUNTOS
FE de las JONS	376	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
POR MI REGIÓN	1698	0	POR MI REGIÓN
+RDS+	165	0	REFERÉNDUM SISTEMA DINERO
