Siglas	Votos	Diputados	Candidatura
censo	490192	6	
participacion	312315		
abstencion	177877		
nulos	2211		
blancos	2419		
PP	117635	2	PARTIDO POPULAR
PSOE	89434	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
C's	44494	1	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
PODEMOS	39780	1	PODEMOS
IU-UPeC	10828	0	UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN
PACMA	2126	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
UPYD	1532	0	UNIÓN PROGRESO Y DEMOCRACIA
VOX	558	0	VOX
RECORTES CE	297	0	RECORTES CERO-GRUPO VERDE
PCPE	318	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
FE de las J	343	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
PUM+J	176	0	POR UN MUNDO MÁS JUSTO
DN	164	0	DEMOCRACIA NACIONAL
