Siglas	Votos	Diputados	Candidatura
censo	1002295	9	
participacion	624195		
abstencion	378100		
nulos	9221		
blancos	8116		
PSOE	188271	3	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	111089	2	PARTIDO POPULAR
VOX	131205	2	VOX
PODEMOS-IU	93541	1	UNIDAS PODEMOS
Cs	55490	1	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
MÁS PAÍS-EQUO	11316	0	MÁS PAÍS-EQUO
PACMA	8437	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
RECORTES CERO-GV	915	0	RECORTES CERO-GRUPO VERDE
PUM+J	707	0	POR UN MUNDO MÁS JUSTO
AxSÍ	3509	0	ANDALUCÍA POR SÍ
PCPE	639	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
PCOE	1739	0	PARTIDO COMUNISTA OBRERO ESPAÑOL
