Siglas	Votos	Diputados	Candidatura
censo	150493	114328	
participacion	4225		
abstencion	146268		
nulos	116576		
blancos	1033		
PP	64185	2	PARTIDO POPULAR
PSOE-PROGR.	41368	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL - PROGRESISTAS
IU	4910	0	IZQUIERDA UNIDA
UC-CDS	225	0	UNION CENTRISTA-CENTRO DEMOCRATICO Y SOCIAL
PH	113	0	PARTIDO HUMANISTA
TC-PNC	1080	0	TIERRA COMUNERA-PARTIDO NACIONALISTA CASTELLANO
PLN	257	0	PARTIDO DE LA LEY NATURAL
FE	78	0	LA FALANGE
PCPE	161	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
ES2000	64	0	PLATAFORMA ESPAÑA 2000
PADE	59	0	PARTIDO DEMOCRATA ESPAÑOL
FEI-FE 2000	100	0	FALANGE ESPAÑOLA INDEPENDIENTE-FALANGE 2000
URCL	556	0	UNIDAD REGIONALISTA DE CASTILLA Y LEON
CIVES	206	0	CIVES
