Siglas	Votos	Diputados	Candidatura
censo	291711	233505	
participacion	7035		
abstencion	284676		
nulos	236276		
blancos	2439		
PSOE	87578	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	114031	2	PARTIDO POPULAR
IU	15633	0	IZQUIERDA UNIDA
CDS	9041	0	CENTRO DEMOCRATICO Y SOCIAL
VERDES	2454	0	LOS VERDES
LE	679	0	LOS ECOLOGISTAS
ARM-ADE	569	0	AGRUPACION RUIZ-MATEOS-ALIANZA DEMOCR. EUROPEA
UPL	110	0	UNION DEL PUEBLO LEONES
PLN	113	0	PARTIDO DE LA LEY NATURAL
PH	93	0	PARTIDO HUMANISTA
FE-JONS	169	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
NPS	157	0	COALICION POR UN NUEVO PARTIDO SOCIALISTA
TC-PNC	131	0	TIERRA COMUNERA-PARTIDO NACIONALISTA CASTELLANO
URCL	761	0	UNIDAD REGIONALISTA DE CASTILLA Y LEON
PB	83	0	PARTIDO DE EL BIERZO
PREPAL	287	0	PARTIDO REGIONALISTA DEL PAIS LEONES
