Siglas	Votos	Diputados	Candidatura
censo	381465	280068	
participacion	1899		
abstencion	379566		
nulos	282458		
blancos	419		
PSOE	115617	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
AP-PDP-PL	88500	2	COALICION POPULAR
CDS	47042	1	CENTRO DEMOCRATICO Y SOCIAL
IU	8280	0	COALICION IZQUIERDA UNIDA
MUC	6372	0	MESA PARA LA UNIDAD DE LOS COMUNISTAS
PRD	3404	0	PARTIDO REFORMISTA DEMOCRATICO
PST	1376	0	PARTIDO SOCIALISTA DE LOS TRABAJADORES
PCC	287	0	PARTIT DELS COMUNISTES DE CATALUNYA
FE-JONS	1080	0	FALANGE ESPAÑOLA DE LAS JONS
UCE	726	0	UNIFICACION COMUNISTA DE ESPAÑA
UPR	526	0	UNIDAD  POPULAR REPUBLICANA
POSI	514	0	PARTIDO OBRERO SOCIALISTA INTERNACIONALISTA
PANCAL	1047	0	PARTIDO NACIONALISTA DE CASTILLA Y LEON
