Siglas	Votos	Diputados	Candidatura
censo	363713	5	
participacion	257005		
abstencion	106708		
nulos	4013		
blancos	821		
UCD	83302	3	UNION DE CENTRO DEMOCRATICO
PSOE	55399	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PCE	5619	0	PARTIDO COMUNISTA DE ESPAÑA
PNV	21305	0	EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO
HB	22425	0	HERRI BATASUNA
MC-OIC	2962	0	MOVIMIENTO COMUNISTA-ORGANIZ.IZQUIERDA COMUNISTA
IR	514	0	IZQUIERDA REPUBLICANA
PCARL	19522	0	PARTIDO CARLISTA
LCR	1040	0	LIGA COMUNISTA REVOLUCIONARIA
UPN	28248	1	UNION DEL PUEBLO NAVARRO
UNAI	10970	0	UNION NAVARRA DE IZQUIERDA
PPROV	205	0	PARTIDO PROVERISTA
LC	660	0	LIGA COMUNISTA
