Siglas	Votos	Diputados	Candidatura
censo	747481	506321	
participacion	16476		
abstencion	731005		
nulos	510391		
blancos	5294		
P.S.O.E.	215560	4	PARTIDO SOCIALISTA OBRERO ESPAÑOL
P.P.	201067	4	PARTIDO POPULAR
I.U.	5532	0	IZQUIERDA UNIDA
UPyD	1827	0	UNION PROGRESO Y DEMOCRACIA
CC-PNC	31103	0	COALICION CANARIA-PARTIDO NACIONALISTA CANARIO
C's	195	0	CIUDADANOS-PARTIDO DE LA CIUDADANIA
PACMA	631	0	PARTIDO ANTITAURINO CONTRA EL MALTRATO ANIMAL
VERDES	2886	0	LOS VERDES
NC-CCN	38024	0	NUEVA CANARIAS-CENTRO CANARIO
LV-GV	1231	0	LOS VERDES-GRUPO VERDE
PUM+J	411	0	POR UN MUNDO MAS JUSTO
P.S.D.	387	0	PARTIDO SOCIAL DEMOCRATA
P.C.P.E.	712	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
CENB	207	0	CIUDADANOS EN BLANCO
FE de las JONS	174	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
D.N.	219	0	DEMOCRACIA NACIONAL
PFyV	191	0	FAMILIA Y VIDA
PH	429	0	PARTIDO HUMANISTA
AES	207	0	ALTERNATIVA ESPAÑOLA
F.A.	109	0	FALANGE AUTENTICA
SAIn	235	0	SOLIDARIDAD Y AUTOGESTION INTERNACIONALISTA
ANC	376	0	ALTERNATIVA NACIONALISTA CANARIA
UNIDAD DEL PUEBLO	454	0	UNIDAD DEL PUEBLO
MUPC	211	0	MOVIMIENTO POR LA UNIDAD DEL PUEBLO CANARIO
