Siglas	Votos	Diputados	Candidatura
censo	384432	257430	
participacion	1250		
abstencion	383182		
nulos	259411		
blancos	544		
PSOE	74469	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	20468	0	PARTIDO POPULAR
IU	10089	0	IZQUIERDA UNIDA
CDS	7726	0	CENTRO DEMOCRATICO Y SOCIAL
CIU	120849	3	CONVERGENCIA I UNIO
RUIZ-MATEOS	3197	0	AGRUPACION RUIZ-MATEOS
LVE	2097	0	LOS VERDES ECOLOGISTAS
PTE-UC	740	0	PARTIDO TRABAJADORES DE ESPAÑA-UNIDAD COMUNISTA
ERC	8806	0	ESQUERRA REPUBLICANA DE CATALUNYA
PST	1401	0	PARTIDO SOCIALISTA DE LOS TRABAJADORES
PCPE	1261	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
AV-MEC	3188	0	ALTERNATIVA VERDA-MOVIMENT ECOLOG. DE CATALUNYA
FE-JONS	197	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
CSD	418	0	COALICION SOCIALDEMOCRATA
PH	140	0	PARTIDO HUMANISTA
AR	227	0	ALIANZA POR LA REPUBLICA
PORE	258	0	PARTIDO DE LOS OBREROS REVOLUCIONARIOS DE ESPAÑA
PED	154	0	UNIDAD CENTRISTA-P.E.D.
ENV-URV	86	0	ESQUERRA NACIONALISTA VALENCIANA - URV
