Siglas	Votos	Diputados	Candidatura
censo	772939	8	
participacion	469437		
abstencion	303502		
nulos	4226		
blancos	4650		
PP	163045	3	PARTIDO POPULAR
PSOE	93363	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PODEMOS-IU-EQUO	118082	2	UNIDOS PODEMOS
C's	67700	1	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
PACMA	7266	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
RECORTES CERO-GRUPO VERDE	1644	0	RECORTES CERO-GRUPO VERDE
UPyD	1197	0	UNIÓN PROGRESO Y DEMOCRACIA
SI	7418	0	SOBIRANIA PER A LES ILLES
PFyV	846	0	FAMILIA Y VIDA
