Siglas	Votos	Diputados	Candidatura
censo	313836	4	
participacion	200496		
abstencion	113340		
nulos	2124		
blancos	1827		
PP	22360	0	PARTIDO POPULAR
PSOE	24668	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
C's	17897	0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
EN COMÚ	30538	1	EN COMÚ PODEM
ERC-CATSI	44317	1	ESQUERRA REPUBLICANA DE CATALUNYA-CATALUNYA SÍ
DL	48289	1	DEMOCRÀCIA I LLIBERTAT. CONVERGÈNCIA. DEMÒCRATES.
PACMA	1743	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
UPYD	687	0	UNIÓN PROGRESO Y DEMOCRACIA
unio.cat	4867	0	UNIÓ DEMOCRÀTICA DE CATALUNYA
VOX	465	0	VOX
RECORTES CE	398	0	RECORTES CERO-GRUPO VERDE
