Siglas	Votos	Diputados	Candidatura
censo	432073	4	
participacion	265711		
abstencion	166362		
nulos	2710		
blancos	3032		
PSOE	87896	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	74672	1	PARTIDO POPULAR
VOX	40884	1	VOX
PODEMOS-IU	27478	0	UNIDAS PODEMOS
Cs	16731	0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
PACMA	1505	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
RECORTES CERO-GV	178	0	RECORTES CERO-GRUPO VERDE
PUM+J	317	0	POR UN MUNDO MÁS JUSTO
PCTE	379	0	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA
UPL	9588	0	UNIÓN DEL PUEBLO LEONÉS
PREPAL	341	0	PARTIDO REGIONALISTA DEL PAÍS LEONÉS
