Siglas	Votos	Diputados	Candidatura
censo	124747	87741	
participacion	954		
abstencion	123793		
nulos	88492		
blancos	242		
PSOE	35785	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
AP-PDP-PL	28583	1	COALICION POPULAR
CDS	9233	0	CENTRO DEMOCRATICO Y SOCIAL
IU	1363	0	COALICION IZQUIERDA UNIDA
MUC	860	0	MESA PARA LA UNIDAD DE LOS COMUNISTAS
PRD	956	0	PARTIDO REFORMISTA DEMOCRATICO
PST	434	0	PARTIDO SOCIALISTA DE LOS TRABAJADORES
PAR	8405	0	PARTIDO ARAGONES REGIONALISTA
FE-JONS	312	0	FALANGE ESPAÑOLA DE LAS JONS
UCE	205	0	UNIFICACION COMUNISTA DE ESPAÑA
UPR	224	0	UNIDAD  POPULAR REPUBLICANA
