Siglas	Votos	Diputados	Candidatura
censo	172849	132971	
participacion	4122		
abstencion	168727		
nulos	135595		
blancos	1221		
PSOE	61500	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	50493	1	PARTIDO POPULAR
IU	3650	0	IZQUIERDA UNIDA
CHA	8629	0	CHUNTA ARAGONESISTA
CENB	149	0	CIUDADANOS EN BLANCO
PAR	6782	0	PARTIDO ARAGONES
CDS	117	0	CENTRO DEMOCRATICO Y SOCIAL
PH	65	0	PARTIDO HUMANISTA
IR	118	0	IZQUIERDA REPUBLICANA
PFyV	74	0	PARTIDO FAMILIA Y VIDA
DN	225	0	DEMOCRACIA NACIONAL
PCPE	102	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
FE de las JONS	48	0	FALANGE ESPAÑOLA DE LAS JONS
FE	34	0	LA FALANGE
MSR	49	0	MOVIMIENTO SOCIAL REPUBLICANO
FA	25	0	FALANGE AUTENTICA
