Siglas	Votos	Diputados	Candidatura
censo	651727	6	
participacion	472696		
abstencion	179031		
nulos	4481		
blancos	5044		
PP	142101	2	PARTIDO POPULAR
PSOE	149851	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
C's	55812	1	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
PODEMOS	68740	1	PODEMOS
IU-UPeC	37650	0	UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN
PACMA	3529	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
UPYD	2069	0	UNIÓN PROGRESO Y DEMOCRACIA
RECORTES CE	605	0	RECORTES CERO-GRUPO VERDE
PCPE	876	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
EB	631	0	ESCAÑOS EN BLANCO
FE de las J	494	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
PCOE	813	0	PARTIDO COMUNISTA OBRERO ESPAÑOL
