Siglas	Votos	Diputados	Candidatura
censo	343171	5	
participacion	289846		
abstencion	53325		
nulos	8521		
blancos	2150		
PSOE	144409	3	PARTIDO SOCIALISTA OBRERO ESPAÑOL
AP-PDP	88057	2	ALIANZA POPULAR - PARTIDO DEMOCRATA POPULAR
UCD	20704	0	UNION DE CENTRO DEMOCRATICO
PCE	9622	0	PARTIDO COMUNISTA DE ESPAÑA
CDS	11786	0	CENTRO DEMOCRATICO Y SOCIAL
FN	2229	0	ASOCIACION POLITICA FUERZA NUEVA
PST	1555	0	PARTIDO SOCIALISTA DE LOS TRABAJADORES
UCE	453	0	UNIFICACION COMUNISTA DE ESPAÑA
PCE (M-L)	360	0	PARTIDO COMUNISTA DE ESPAÑA (MARXISTA-LENINISTA)
