Siglas	Votos	Diputados	Candidatura
censo	298329	238837	
participacion	4899		
abstencion	293430		
nulos	241550		
blancos	1522		
P.S.O.E.	109682	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
P.P.	113609	2	PARTIDO POPULAR
I.U.	8104	0	IZQUIERDA UNIDA
UPyD	3078	0	UNION PROGRESO Y DEMOCRACIA
C's	151	0	CIUDADANOS-PARTIDO DE LA CIUDADANIA
PACMA	443	0	PARTIDO ANTITAURINO CONTRA EL MALTRATO ANIMAL
PUM+J	372	0	POR UN MUNDO MAS JUSTO
P.S.D.	377	0	PARTIDO SOCIAL DEMOCRATA
P.C.P.E.	153	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
CENB	327	0	CIUDADANOS EN BLANCO
FE de las JONS	137	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
D.N.	114	0	DEMOCRACIA NACIONAL
PFyV	130	0	FAMILIA Y VIDA
PH	120	0	PARTIDO HUMANISTA
AES	48	0	ALTERNATIVA ESPAÑOLA
E-2000	117	0	ESPAÑA 2000
TC	79	0	TIERRA COMUNERA
F.A.	51	0	FALANGE AUTENTICA
