Siglas	Votos	Diputados	Candidatura
censo	1564082	694744	
participacion	1059358		
abstencion	504724		
nulos	15775		
blancos	353663		
PP	353663	4	PARTIDO POPULAR
PSOE	387760	5	PARTIDO SOCIALISTA OBRERO ESPAÑOL
VOX	141087	1	VOX
SUMAR	148745	2	SUMAR
PACMA	9288	0	PARTIDO ANIMALISTA CON EL MEDIO AMBIENTE
FO	1950	0	FRENTE OBRERO
RECORTES CERO	1034	0	RECORTES CERO
PUM+J	1765	0	POR UN MUNDO MÁS JUSTO
PCTE	1522	0	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA
CJ	912	0	CAMINANDO JUNTOS
FE de las JONS	681	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
