Siglas	Votos	Diputados	Candidatura
censo	906111	7	
participacion	530077		
abstencion	376034		
nulos	5142		
blancos	7080		
PSOE	166377	3	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	151961	3	PARTIDO POPULAR
VOX	38119	0	VOX
Cs	23984	0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
MÁS PAÍS-EQUO	10207	0	MÁS PAÍS-EQUO
PODEMOS-EU	81041	1	EN COMÚN-UNIDAS PODEMOS
BNG	39125	0	BLOQUE NACIONALISTA GALEGO
PACMA	4619	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
RECORTES CERO-GV	790	0	RECORTES CERO-GRUPO VERDE
PUM+J	447	0	POR UN MUNDO MÁS JUSTO
PCTE	493	0	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA
EB	692	0	ESCAÑOS EN BLANCO
