Siglas	Votos	Diputados	Candidatura
censo	424986	329098	
participacion	4540		
abstencion	420446		
nulos	330832		
blancos	1667		
PP	39569	0	PARTIDO POPULAR
PSOE	120118	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
IU	11038	0	IZQUIERDA UNIDA
CIU	136448	3	CONVERGENCIA I UNIO
ERC	18548	0	ESQUERRA REPUBLICANA DE CATALUNYA
LVE	620	0	LOS VERDES EUROPEOS
UC	219	0	UNION CENTRISTA
PRT	273	0	PARTIDO REVOLUCIONARIO DE LOS TRABAJADORES
PH	219	0	PARTIDO HUMANISTA
FEA	131	0	FALANGE ESPAÑOLA AUTENTICA
PEC	325	0	PARTIT ECOLOGISTA DE CATALUNYA
PICC	90	0	PLATAFORMA INDEPENDENT CIUTADANA DE CATALUNYA
