Siglas	Votos	Diputados	Candidatura
censo	1138913	812447	
participacion	3377		
abstencion	1135536		
nulos	816518		
blancos	1324		
PSOE	438615	8	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	153905	2	PARTIDO POPULAR
IU	93080	1	IZQUIERDA UNIDA
CDS	18420	0	CENTRO DEMOCRATICO Y SOCIAL
RUIZ-MATEOS	8163	0	AGRUPACION RUIZ-MATEOS
PA	73031	1	PARTIDO ANDALUCISTA
LV-LV	4823	0	LOS VERDES-LISTA VERDE
LVE	2474	0	LOS VERDES ECOLOGISTAS
PTE-UC	6277	0	PARTIDO TRABAJADORES DE ESPAÑA-UNIDAD COMUNISTA
PST	1830	0	PARTIDO SOCIALISTA DE LOS TRABAJADORES
PCPE	1760	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
FE-JONS	798	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
VERDE	1436	0	VERTICE ESPAÑOL REIVINDICAC. DESARROLLO ECOLOGICO
PH	484	0	PARTIDO HUMANISTA
AR	391	0	ALIANZA POR LA REPUBLICA
PED	185	0	UNIDAD CENTRISTA-P.E.D.
P.PR.	245	0	PARTIDO PROVERISTA
