Siglas	Votos	Diputados	Candidatura
censo	433667	5	
participacion	331631		
abstencion	102036		
nulos	2683		
blancos	2886		
PP	121323	2	PARTIDO POPULAR
PSOE	70879	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
C's	56347	1	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
PODEMOS	50204	1	PODEMOS
IU-UPeC	17935	0	UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN
PACMA	1735	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
UPYD	2940	0	UNIÓN PROGRESO Y DEMOCRACIA
VOX	1230	0	VOX
RECORTES CE	489	0	RECORTES CERO-GRUPO VERDE
PCPE	429	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
CCD	1579	0	CIUDADANOS DE CENTRO DEMOCRÁTICO
FE de las J	411	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
SAIn	272	0	SOLIDARIDAD Y AUTOGESTIÓN INTERNACIONALISTA
DN	289	0	DEMOCRACIA NACIONAL
