Siglas	Votos	Diputados	Candidatura
censo	414487	327772	
participacion	5889		
abstencion	408598		
nulos	332019		
blancos	2047		
PSOE	122418	3	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	121967	2	PARTIDO POPULAR
IU	24453	0	IZQUIERDA UNIDA
CDS	5081	0	CENTRO DEMOCRATICO Y SOCIAL
VERDES	1777	0	LOS VERDES
LE	855	0	LOS ECOLOGISTAS
ARM-ADE	557	0	AGRUPACION RUIZ-MATEOS-ALIANZA DEMOCR. EUROPEA
PST	729	0	PARTIDO SOCIALISTA DE LOS TRABAJADORES
UPCA	27005	0	UNION PARA EL PROGRESO DE CANTABRIA
PRC	18608	0	PARTIDO REGIONALISTA DE CANTABRIA
PLN	184	0	PARTIDO DE LA LEY NATURAL
PCPE	537	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
PH	239	0	PARTIDO HUMANISTA
NPS	147	0	COALICION POR UN NUEVO PARTIDO SOCIALISTA
ARDE	152	0	A.R.D.E. FEDERACION REPUBLICANA
PNC	383	0	PARTIDO NACIONALISTA CANTABRO
