Siglas	Votos	Diputados	Candidatura
censo	381841	267737	
participacion	4831		
abstencion	377010		
nulos	270335		
blancos	1139		
P.S.O.E.	149494	3	PARTIDO SOCIALISTA OBRERO ESPAÑOL
P.P.	93984	2	PARTIDO POPULAR
I.U.	13210	0	IZQUIERDA UNIDA
UPyD	2319	0	UNION PROGRESO Y DEMOCRACIA
CA	4110	0	COALICION ANDALUCISTA
C's	167	0	CIUDADANOS-PARTIDO DE LA CIUDADANIA
PACMA	350	0	PARTIDO ANTITAURINO CONTRA EL MALTRATO ANIMAL
VERDES	721	0	LOS VERDES
PUM+J	210	0	POR UN MUNDO MAS JUSTO
P.S.D.	433	0	PARTIDO SOCIAL DEMOCRATA
P.C.P.E.	207	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
FE de las JONS	113	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
D.N.	200	0	DEMOCRACIA NACIONAL
PFyV	121	0	FAMILIA Y VIDA
PH	109	0	PARTIDO HUMANISTA
AES	81	0	ALTERNATIVA ESPAÑOLA
E-2000	99	0	ESPAÑA 2000
